title,link,domain,published_date,topic
Wales' last golden eagle in the wild has died,https://www.walesonline.co.uk/news/wales-news/golden-eagle-died-llyn-brianne-18780380,walesonline.co.uk,2020-08-17 08:48:00,ENTERTAINMENT
Horror crash at Tour of Lombardy as Remco Evenepoel tumbles over barrier and into ravine,https://www.telegraph.co.uk/cycling/2020/08/15/horror-crash-tour-lombardy-remco-evenepoeltumbles-barrier-ravine/,telegraph.co.uk,2020-08-15 20:24:00,SPORTS
British commander to stop migrants crossing Channel in small boats,https://www.smh.com.au/world/europe/british-commander-to-stop-migrants-crossing-channel-in-small-boats-20200810-p55k97.html,smh.com.au,2020-08-10 02:43:00,WORLD
Young people the most lonely in pandemic,https://www.bellingencourier.com.au/story/6876038/young-people-the-most-lonely-in-pandemic/?cs=9397,bellingencourier.com.au,2020-08-12 04:31:43,HEALTH
New Zealand coronavirus outbreak hits 17 cases as source remains mystery,https://www.foxnews.com/world/new-zealand-coronavirus-outbreak-expands,foxnews.com,2020-08-13 13:59:59,WORLD
Kaia Gerber Embraces ‘Solemate’ Cara Delevingne On Her Birthday & Shows Off Their Matching Tattoos,https://hollywoodlife.com/2020/08/12/kaia-gerber-cara-delevingne-matching-tattoos-feet-birthday-message-photos/,hollywoodlife.com,2020-08-12 23:39:00,ENTERTAINMENT
Russia Vaccine Claim Faces Scepticism As Nations Renew Virus Battle,https://www.newvision.co.ug/news/1524521/russia-vaccine-claim-scepticism-nations-renew-virus-battle,newvision.co.ug,2020-08-12 02:29:37,WORLD
Company 401(k) matches are (mostly) surviving the coronavirus,https://finance.yahoo.com/news/company-401-k-matches-are-mostly-surviving-the-coronavirus-182659987.html,finance.yahoo.com,2020-08-11 14:59:00,BUSINESS
Aayush Sharma wishes wife Arpita Khan Sharma on her birthday; Says 'You’ll always be my strength',https://www.pinkvilla.com/entertainment/news/aayush-sharma-wishes-wife-arpita-khan-sharma-her-birthday-says-you-ll-always-be-my-strength-554342,pinkvilla.com,2020-08-04 08:15:00,ENTERTAINMENT
The Complex System Behind Breaking Glass In The Last Of Us 2,https://www.gamespot.com/articles/the-complex-system-behind-breaking-glass-in-the-la/1100-6480713/,gamespot.com,2020-08-10 19:43:00,TECHNOLOGY
Will the Russian COVID-19 vaccine work? | Coronavirus pandemic,https://www.aljazeera.com/programmes/insidestory/2020/08/russian-covid-19-vaccine-work-200812180019205.html,aljazeera.com,2020-08-12 20:34:00,WORLD
Companies using millions in jobkeeper payments to pay increased dividends to shareholders,https://www.theguardian.com/australia-news/2020/aug/11/companies-using-millions-in-jobkeeper-payments-to-pay-increased-dividends-to-shareholders,theguardian.com,2020-08-11 04:19:00,BUSINESS
Lebanese government quits amid outrage over Beirut blast,https://www.dawn.com/news/1573782/lebanese-government-quits-amid-outrage-over-beirut-blast,dawn.com,2020-08-11 01:58:39,WORLD
Barrick to Play It Safe Even as Wave of Pandemic Aid Boosts Gold,https://www.bloomberg.com/tosv2.html?vid=&uuid=b86a2730-db2c-11ea-a529-c9ae11768f79&url=L25ld3MvYXJ0aWNsZXMvMjAyMC0wOC0xMC9iYXJyaWNrLWJvb3N0cy1kaXZpZGVuZHMtYnktMTQtd2l0aC13aW5kZmFsbC1mcm9tLWdvbGQtcy1yYWxseQ==,bloomberg.com,2020-08-10 10:27:00,BUSINESS
"Fremantle newsagent scores $200,000 Lotto win for five members syndicate",https://www.perthnow.com.au/news/lotto/fremantle-newsagent-scores-200000-lotto-win-for-five-members-syndicate-ng-b881634644z,perthnow.com.au,2020-08-10 04:59:00,BUSINESS
The Calcium in Your Teeth Comes from Exploding Stars,https://www.yahoo.com/news/calcium-teeth-comes-exploding-stars-131500223.html,yahoo.com,2020-08-10 13:15:00,SCIENCE
Minneapolis Federal Reserve Bank boss Neel Kashkari: 'Hard' shutdown can save economy,https://nypost.com/2020/08/03/minneapolis-fed-chief-says-hard-shutdown-can-save-economy/,nypost.com,2020-08-03 12:45:00,BUSINESS
Archie Young obituary,https://www.theguardian.com/science/2020/aug/05/archie-young-obituary,theguardian.com,2020-08-05 12:19:00,SCIENCE
Police investigate shots fired in Kitchener apartment building,https://kitchener.ctvnews.ca/police-investigate-shots-fired-in-kitchener-apartment-building-1.5049487,kitchener.ctvnews.ca,2020-08-03 14:32:00,NATION
Griggs names group of 36 for remainder of Six Nations,https://www.rte.ie/sport/rugby/2020/0812/1158802-griggs-names-group-of-36-for-remainder-of-six-nations/,rte.ie,2020-08-12 14:07:20,SPORTS
"Netflix's Eurovision star is ""quite tired"" of stand-out song 'Ja Ja Ding Dong'",https://www.digitalspy.com/movies/a33591925/netflix-eurovision-star-tired-ja-ja-ding-dong/,digitalspy.com,2020-08-13 09:32:00,ENTERTAINMENT
Mnangagwa's rhetoric inflammatory,https://bulawayo24.com/index-id-news-sc-local-byo-190153.html,bulawayo24.com,2020-08-09 09:00:08,NATION
"Unlock 3.0 | Visit to a mall in Mumbai: Despite strict safety measures, tepid response on Day-1",https://www.moneycontrol.com/news/business/a-visit-to-a-mall-in-mumbai-places-stringent-safety-measures-but-sees-tepid-response-on-day-1-5651361.html,moneycontrol.com,2020-08-05 15:13:00,NATION
Yukon reports first case of COVID-19 within the territory since April 20,https://www.thestar.com/news/canada/2020/08/07/yukon-reports-first-case-of-covid-19-within-the-territory-since-april-20.html,thestar.com,2020-08-08 01:04:07,HEALTH
'Worried and concerned' - Aucklanders not optimistic Level 3 will end tonight,https://www.tvnz.co.nz/one-news/new-zealand/worried-and-concerned-aucklanders-not-optimistic-level-3-end-tonight,tvnz.co.nz,2020-08-13 22:31:23,NATION
"Earthquake info : M4.7 earthquake on Saturday, 8 August 2020 23:00 UTC / Northern Algeria - 129 experience reports",https://www.volcanodiscovery.com/earthquakes/quake-info/2919526/M4-Sat-8-Aug-Northern-Algeria.html,volcanodiscovery.com,2020-08-08 23:08:10,WORLD
"Dow's 75-point fall led by losses for Boeing, Walgreens Boots stocks",https://www.marketwatch.com/story/dows-75-point-fall-led-by-losses-for-boeing-walgreens-boots-stocks-2020-08-17,marketwatch.com,2020-08-17 14:02:00,BUSINESS
Anton Savage joins Ireland AM team as Karen Koster takes leave in presenter shake-up,https://www.thesun.ie/tvandshowbiz/5763829/anton-savage-ireland-am-team-karen-koster-takes-leave/,thesun.ie,2020-08-10 11:54:41,ENTERTAINMENT
Barbara Windsor: EastEnders star's fame hatred from family exposed amid declining health,https://www.express.co.uk/celebrity-news/1317687/barbara-windsor-news-health-alzheimers-disease-eastenders-tv-peggy-fame-hatred-bbc-spt,express.co.uk,2020-08-02 15:44:00,ENTERTAINMENT
"2020 Anesthesia Equipment for Veterinary Market By JD Medical, Midmark, Dispomed, Henry Schein, Smiths Medical",https://gnghockey.com/2020/08/14/2020-anesthesia-equipment-for-veterinary-market-by-jd-medical-midmark-dispomed-henry-schein-smiths-medical/,gnghockey.com,2020-08-14 09:05:50,BUSINESS
"After 50 Years, Swire Risks Losing Hang Seng Index Membership",https://www.bloomberg.com/tosv2.html?vid=&uuid=6cf7a250-dd4d-11ea-9e0b-39c72479beea&url=L25ld3MvYXJ0aWNsZXMvMjAyMC0wOC0xMy9hZnRlci01MC15ZWFycy1zd2lyZS1yaXNrcy1sb3NpbmctaGFuZy1zZW5nLWluZGV4LW1lbWJlcnNoaXA=,bloomberg.com,2020-08-13 04:26:00,BUSINESS
"UB40 singer Duncan Campbell, 62, is hospitalised after suffering a stroke",https://www.dailymail.co.uk/tvshowbiz/article-8591433/UB40-singer-Duncan-Campbell-62-hospitalised-suffering-stroke.html,dailymail.co.uk,2020-08-04 13:05:05,ENTERTAINMENT
Pizza restaurant launches Spain's first virtual waiter app,https://tribune.com.pk/story/2257921/pizza-restaurant-launches-spains-first-virtual-waiter-app,tribune.com.pk,2020-08-04 07:53:13,BUSINESS
Duterte shares meal with family amid reports he went abroad,https://www.gmanetwork.com/news/news/nation/751705/duterte-shares-meal-with-family-amid-reports-he-went-abroad/story/,gmanetwork.com,2020-08-17 11:01:00,NATION
"DOH has yet to tell 5,000 people they tested positive for COVID-19, says Gordon",https://rappler.com/nation/gordon-says-doh-yet-tell-people-tested-positive-coronavirus,rappler.com,2020-08-17 10:22:04,NATION
Sara Netanyahu: Me and my children are victims of abuse,https://www.ynetnews.com/article/H14djt11zP,ynetnews.com,2020-08-12 19:28:00,NATION
"Global Spiral Classifier Market 2020 – Impact of COVID-19, Future Growth Analysis and Challenges | K.C.P. Sugar and Industries, FLSmidth, Binder+Co, MBMM, Metofabrik (Subsidiary of B. K. Industries)",https://galusaustralis.com/2020/08/805400/global-spiral-classifier-market-2020-impact-of-covid-19-future-growth-analysis-and-challenges-k-c-p-sugar-and-industries-flsmidth-binderco-mbmm-metofabrik-subsidiary-of-b-k-industries/,galusaustralis.com,2020-08-09 18:31:35,BUSINESS
Obese people could be told to stay at home in Covid hotspots if virus cases surge amid second wave,https://www.dailymail.co.uk/news/article-8608839/Obese-people-told-stay-home-Covid-hotspots-virus-cases-surge-amid-second-wave.html,dailymail.co.uk,2020-08-09 08:34:30,HEALTH
Trump requested mail-in ballot for Florida primary despite repeated criticism of practice,https://www.cbc.ca/news/world/trump-usps-fox-interviews-1.5686095,cbc.ca,2020-08-14 17:35:00,WORLD
Text editor Notepad++ banned in China after 'Stand With Hong Kong' update,https://au.news.yahoo.com/text-editor-notepad-banned-china-083714563.html,au.news.yahoo.com,2020-08-17 08:37:00,TECHNOLOGY
Covid-19: Bloomfield on back foot over border tests,https://www.newsroom.co.nz/covid-19-bloomfield-on-back-foot-over-border-tests,newsroom.co.nz,2020-08-17 02:15:00,NATION
"Visibility Sensors Market - Growth, Trends, and Forecast (2020 - 2025)",https://www.aeresearch.net/visibility-sensors-market-275647,aeresearch.net,2020-08-16 22:50:50,BUSINESS
John Legend and Chrissy Teigen expecting third child,https://www.myjoyonline.com/entertainment/music/john-legend-and-chrissy-teigen-expecting-third-child/,myjoyonline.com,2020-08-14 12:44:20,ENTERTAINMENT
Explained: Athletes can’t take a knee at the Olympics; will that now change?,https://indianexpress.com/article/explained/athletes-cant-take-a-knee-at-the-olympics-will-that-now-change-6553745/,indianexpress.com,2020-08-14 02:03:03,SPORTS
Namibia reports record number of COVID-19 deaths | English.news.cn,http://www.xinhuanet.com/english/2020-08/13/c_139288418.htm,xinhuanet.com,2020-08-13 13:51:19,NATION
"9 Free PS4, Xbox One, and PC Games to Play This Weekend",https://comicbook.com/gaming/news/ps4-xbox-one-pc--free-games-to-play-this-weekend/,comicbook.com,2020-08-14 21:10:00,TECHNOLOGY
"Cuomo threatens to revoke PSEG, Con Edison operating license over 'lousy' response to Isaias",https://www.foxbusiness.com/energy/cuomo-threatens-pseg-con-edison-operating-licsense-power-outage-storm-response,foxbusiness.com,2020-08-11 13:32:41,BUSINESS
Yet another pie in the sky,https://www.pakistantoday.com.pk/2020/08/09/yet-another-pie-in-the-sky-3/,pakistantoday.com.pk,2020-08-08 23:28:00,NATION
This might be the best Amazon deal yet on Sony's stellar WH-1000XM3 headphones,https://www.phonearena.com/news/sony-wh-1000-xm3-headphones-amazon-deal-brand-new-warranty_id126531,phonearena.com,2020-08-11 08:41:00,TECHNOLOGY
Backlash against Malawi's new Covid-19 restrictions,https://www.myjoyonline.com/news/backlash-against-malawis-new-covid-19-restrictions/,myjoyonline.com,2020-08-11 10:44:35,WORLD
Pokémon GO Unova Week Guide,https://pokemongohub.net/post/event/pokemon-go-unova-week-guide/,pokemongohub.net,2020-08-15 10:45:00,TECHNOLOGY
Zydus Cadila's COVID-19 Vaccine Candidate Passes Early-Stage Human Trial,https://www.indiatimes.com/trending/social-relevance/zydus-cadilas-covid-19-vaccine-passes-human-trial-519655.html,indiatimes.com,2020-08-05 13:05:17,HEALTH
Facebook's dilemma: How to police claims about unproven COVID-19 vaccines,https://www.oann.com/facebooks-dilemma-how-to-police-claims-about-unproven-covid-19-vaccines/,oann.com,2020-08-07 05:28:32,HEALTH
Feature: What Will Be Announced During the Latest State of Play?,https://www.pushsquare.com/news/2020/08/feature_what_will_be_announced_during_the_latest_state_of_play,pushsquare.com,2020-08-05 18:30:00,TECHNOLOGY
SA-born dancer Nqobilé on touring with Drake and stealing Davido's heart in If music video,https://www.news24.com/channel/the-juice/news/sa-born-dancer-nqobile-on-touring-with-drake-and-stealing-davidos-heart-in-if-music-video-20200805-3,news24.com,2020-08-05 04:22:59,ENTERTAINMENT
Curtis Pritchard surprises fans with dramatic new look 😱,https://heatworld.com/celebrity/news/curtis-pritchard-transformation/,heatworld.com,2020-08-07 20:06:29,TECHNOLOGY
Convicted killer Travis Burns still deemed to be at high risk of offending,https://www.stuff.co.nz/national/crime/122467168/convicted-killer-travis-burns-still-deemed-to-be-at-high-risk-of-offending,stuff.co.nz,2020-08-17 02:40:00,NATION
Jahmiel “Return” To The Streets In New Visual,https://urbanislandz.com/2020/08/08/jahmiel-return-to-the-streets-in-new-visual/,urbanislandz.com,2020-08-08 17:24:00,ENTERTAINMENT
Cars are coming to 'Fortnite',https://www.engadget.com/fortnite-cars-joy-ride-prevalent-whiplash-bear-mudflap-105645327.html,engadget.com,2020-08-05 11:20:38,TECHNOLOGY
Business Intelligence Group Awards Xactly for Innovation In Sales,https://www.globenewswire.com/news-release/2020/08/11/2076576/0/en/Business-Intelligence-Group-Awards-Xactly-for-Innovation-In-Sales.html,globenewswire.com,2020-08-11 15:00:00,BUSINESS
New-look Junior Dos Santos says trimmer frame will translate to speed advantage at UFC 252,https://mmajunkie.usatoday.com/2020/08/ufc-252-junior-dos-santos-trimmer-frame-speed-advantage,mmajunkie.usatoday.com,2020-08-13 19:31:41,SPORTS
Samsung Galaxy Note 20 series smartphones to launch today at 7:30pm: How to watch the live stream,https://timesofindia.indiatimes.com/gadgets-news/samsung-galaxy-note-20-series-smartphones-to-launch-today-at-730pm-how-to-watch-the-live-stream/articleshow/77364707.cms,timesofindia.indiatimes.com,2020-08-05 04:48:00,TECHNOLOGY
Scottish League Cup: Kelty Hearts handed tough draw in group stages,https://www.skysports.com/football/news/36621/12046615/scottish-league-cup-kelty-hearts-handed-tough-draw-in-group-stages,skysports.com,2020-08-10 16:22:32,SPORTS
Streamer Dances Sephiroth To Death In Kingdom Hearts,https://www.kotaku.com.au/2020/08/streamer-dances-sephiroth-to-death-in-kingdom-hearts/,kotaku.com.au,2020-08-17 21:38:00,TECHNOLOGY
The Santa Barbara look: how will Meghan change her style?,https://www.telegraph.co.uk/fashion/style/santa-barbara-look-will-meghan-change-style/,telegraph.co.uk,2020-08-14 16:00:00,ENTERTAINMENT
Kavalan to launch the first peated STR Whisky this October,https://www.thedrinksbusiness.com/2020/08/kavalan-to-launch-the-first-peated-str-whisky-this-october/,thedrinksbusiness.com,2020-08-10 11:25:28,BUSINESS
Watch ‘The Ring’: A Deleted Scene From The Beastie Boys Apple TV Documentary,https://www.udiscovermusic.com/news/beastie-boys-ring-apple-tv/,udiscovermusic.com,2020-08-05 17:50:47,ENTERTAINMENT
Scientists just found a simple way to kill the coronavirus,https://bgr.com/posts/5862933/53edb8-a-simple-way-to-kill-the-coronavirus-has-just-been-discovered/,bgr.com,2020-08-10 20:37:01,HEALTH
New COVID-19 case confirmed in region,https://www.intelligencer.ca/news/local-news/new-covid-19-case-confirmed-in-region,intelligencer.ca,2020-08-17 21:14:27,HEALTH
"India data-curb plan 'anathema', U.S. tech giants plan pushback",https://economictimes.indiatimes.com/tech/internet/india-data-curb-plan-anathema-u-s-tech-giants-plan-pushback/articleshow/77448599.cms,economictimes.indiatimes.com,2020-08-09 15:03:00,BUSINESS
Challenge against Leaving Cert calculated grades system opens before the High Court,https://www.thejournal.ie/high-court-challenge-leaving-cert-5174284-Aug2020/,thejournal.ie,2020-08-12 16:23:00,WORLD
7 ‘Escape the Room’ Brainteasers,https://www.gadgetsnow.com/web-stories/7-escape-the-room-brainteasers/photolist/77486033.cms,gadgetsnow.com,2020-08-11 13:38:29,TECHNOLOGY
"Pixel 4 and Pixel 4a get ioXt certification, which rates security of preloaded apps",https://9to5google.com/2020/08/10/pixel-4-and-pixel-4a-get-ioxt-certification-which-rates-security-of-preloaded-apps/,9to5google.com,2020-08-10 15:12:00,TECHNOLOGY
Why are hundreds of elephants mysteriously dying in Botswana?,https://www.thenational.ae/world/africa/why-are-hundreds-of-elephants-mysteriously-dying-in-botswana-1.1044769,thenational.ae,2020-07-06 06:03:13,WORLD
Cecilia Brækhus vs. Jessica McCaskill results: McCaskill becomes new undisputed welterweight champion with majority decision,https://www.dazn.com/en-AU/news/boxing/cecilia-braekhus-vs-jessica-mccaskill-live-results-updates-highlights/l4kjo6zthspb18tac3yor73gl,dazn.com,2020-08-15 23:32:01,SPORTS
WW3 warning: 'Major threat' of nuclear war 75 years on from Hiroshima,https://www.express.co.uk/news/uk/1320203/world-war-3-ww3-hiroshima-anniversary-nuclear-war-bombing-russia-united-states-uk-trident,express.co.uk,2020-08-09 05:00:00,WORLD
"Milwaukee Brewers vs. Minnesota Twins - 8/11/20 MLB Pick, Odds, and Prediction",https://sportschatplace.com/mlb-picks/2020/08/11/milwaukee-brewers-vs-minnesota-twins-8/11/20-mlb-pick-odds-and-prediction,sportschatplace.com,2020-08-11 04:06:53,SPORTS
"In mic'd up video, Brenden Dillon shows just how important communication is for a defenseman",https://russianmachineneverbreaks.com/2020/08/15/in-micd-up-video-brenden-dillon-shows-just-how-important-communication-is-for-a-defenseman/,russianmachineneverbreaks.com,2020-08-15 22:23:10,SPORTS
10 things to know as 2020 NBA playoffs begin,https://www.nba.com/article/2020/08/17/10-things-know-playoffs-begin,nba.com,2020-08-17 12:48:00,SPORTS
AI-enhanced precision medicine identifies novel autism subtype: study,https://www.macaubusiness.com/ai-enhanced-precision-medicine-identifies-novel-autism-subtype-study/,macaubusiness.com,2020-08-11 23:17:56,HEALTH
"Mi 10 Ultra Name Confirmed; Colour Options, Posters, Specifications Leak Online",https://gadgets.ndtv.com/mobiles/news/mi-10-ultra-name-confirmed-lei-jun-posters-colour-option-specifications-leak-2276433,gadgets.ndtv.com,2020-08-08 14:32:07,TECHNOLOGY
Marjorie Taylor Greene’s Georgia primary runoff could launch the Congressional QAnon Caucus,https://www.vox.com/2020/8/11/21362725/georgia-runoff-trump-congressional-qanon-caucus-marjorie-taylor-greene,vox.com,2020-08-11 17:30:00,NATION
Senior dog found in plastic bag on roadside,https://kitchener.ctvnews.ca/senior-dog-found-in-plastic-bag-on-roadside-1.5055657,kitchener.ctvnews.ca,2020-08-07 18:49:00,NATION
Knight Riders announce MPL as principal sponsors for both KKR & TKR,https://timesofindia.indiatimes.com/sports/cricket/ipl/top-stories/knight-riders-announce-mpl-as-principal-sponsors-for-both-kkr-tkr/articleshow/77544139.cms,timesofindia.indiatimes.com,2020-08-14 10:38:00,SPORTS
Ethiopia: Sugar Sector Reform Increasing Sector Production Capacity - Corporation,https://allafrica.com/stories/202008140113.html,allafrica.com,2020-08-14 06:16:08,NATION
Kanye West’s presidential bid bolstered by Republican operatives in at least five states,https://www.washingtonpost.com/politics/kanye-west-ballot-campaign-gop/2020/08/09/bfc8e58a-d8ce-11ea-9c3b-dfc394c03988_story.html,washingtonpost.com,2020-08-09 15:02:00,NATION
How pro-Trump allies work the refs in silicon valley,https://indianexpress.com/article/technology/tech-news-technology/how-pro-trump-allies-work-the-refs-in-silicon-valley-6548326/,indianexpress.com,2020-08-10 04:52:14,WORLD
"Police, PML-N workers clash in Lahore",https://timesofindia.indiatimes.com/world/pakistan/police-pml-n-workers-clash-in-lahore/articleshow/77491790.cms,timesofindia.indiatimes.com,2020-08-11 18:01:00,NATION
Treasury assuming Victoria will move to stage three restrictions in mid-September,https://www.theage.com.au/national/victoria/treasury-forecasts-relaxing-restrictions-in-victoria-mid-september-20200812-p55kvx.html,theage.com.au,2020-08-12 00:57:00,NATION
Study reveals how social distancing slowed Covid-19 spread,https://www.siasat.com/study-reveals-how-social-distancing-slowed-covid-19-spread-1949562/,siasat.com,2020-08-17 00:07:00,HEALTH
GM Muses Spinning Off EV Operations to Better Court Investors,https://www.thetruthaboutcars.com/2020/08/gm-muses-spinning-off-ev-operations-to-better-court-investors/,thetruthaboutcars.com,2020-08-07 17:09:44,BUSINESS
Wendy Williams mocks ex-husband Kevin Hunter: 'I'm not the only Hunter with a baby situation',https://www.msn.com/en-gb/entertainment/celebritynews/wendy-williams-mocks-ex-husband-kevin-hunter-im-not-the-only-hunter-with-a-baby-situation/ar-BB17YbPH,msn.com,2020-08-14 17:40:00,ENTERTAINMENT
NASA Juno Jupiter: 'Shallow lightning' and 'mushballs' discovered on Jupiter,https://www.express.co.uk/news/science/1319424/nasa-juno-discovery-jupiter-lightning-weather-pictures-news,express.co.uk,2020-08-06 10:23:18,SCIENCE
U.S. State Department Advises U.S. Citizens Not to Travel to India,https://www.indiawest.com/news/global_indian/u-s-state-department-advises-u-s-citizens-not-to-travel-to-india/article_28dc13ce-d944-11ea-8464-83457fcf9ac3.html,indiawest.com,2020-08-09 17:00:00,WORLD
Trump on Covid death toll: 'It is what it is',https://www.cnn.com/2020/08/04/politics/trump-covid-death-toll-is-what-it-is/index.html,cnn.com,2020-08-04 13:12:00,WORLD
"After a thrilling trailer debut, indie developers reveal they quit over 'one year of psycho terror'",https://www.pcgamer.com/uk/after-a-thrilling-trailer-debut-indie-developers-reveal-they-quit-over-one-year-of-psycho-terror/,pcgamer.com,2020-08-08 02:44:00,TECHNOLOGY
Nancy Pelosi says she has no confidence in Deborah Birx over handling of pandemic,https://www.theguardian.com/world/2020/aug/02/nancy-pelosi-deborah-birx-coronavirus,theguardian.com,2020-08-02 17:01:00,WORLD
Conor McGregor and Dee Devlin look smitten on holiday as UFC legend’s new fiancee posts first picture since e,https://www.thesun.ie/sport/mma/5792855/conor-mcgregor-dee-devlin-holiday-ufc-engagement/,thesun.ie,2020-08-17 11:59:52,SPORTS
Most Mortgage Rate Headlines Are Wrong Today,http://www.mortgagenewsdaily.com/consumer_rates/951469.aspx,mortgagenewsdaily.com,2020-08-06 21:25:59,BUSINESS
WATCH: Delhi Capitals unveil new role of Rishabh Pant as DTC...,https://crickettimes.com/2020/08/watch-delhi-capitals-unveil-new-role-of-rishabh-pant-as-dtc-conductor/,crickettimes.com,2020-08-11 13:54:00,SPORTS
China sentences Canadian to death over drug charge,https://guardian.ng/news/china-sentences-canadian-to-death-over-drug-charge/,guardian.ng,2020-08-06 09:43:00,WORLD
"Sony WH-1000XM4 headphones priced at P19,999",https://rappler.com/technology/gadgets/sony-wh1000xm4-headphones-price-philippines,rappler.com,2020-08-17 12:18:20,TECHNOLOGY
'Eternally Yours': Lauren London pays tribute to Nipsey Hussle on his 35th birthday,https://www.usatoday.com/story/entertainment/celebrities/2020/08/15/nipsey-hussle-remembered-rick-ross-fans-his-35th-birthday/5590423002/,usatoday.com,2020-08-15 19:09:24,ENTERTAINMENT
Health News Roundup: Vietnam says origin of Danang outbreak hard to track; Australia's Victoria to toughen COVID lockdown and more,https://www.devdiscourse.com/article/health/1154374-health-news-roundup-vietnam-says-origin-of-danang-outbreak-hard-to-track-australias-victoria-to-toughen-covid-lockdown-and-more,devdiscourse.com,2020-08-02 20:59:47,HEALTH
"'Tormented Souls' Is A Gory, Silent Hill-Style Survival Horror Coming Soon",https://www.ladbible.com/technology/gaming-tormented-souls-is-a-gory-silent-hill-style-survival-horror-20200806,ladbible.com,2020-08-06 11:24:00,TECHNOLOGY
The latest Windows 10 update comes with a really annoying bug,https://checkersaga.com/the-latest-windows-10-update-comes-with-a-really-annoying-bug/56081/,checkersaga.com,2020-08-12 00:52:46,TECHNOLOGY
Man lived in US football stadium for weeks and stole thousands in merchandise before caught,https://www.9news.com.au/world/us-man-lived-in-tampa-bay-football-stadium-for-two-weeks-before-caught/22b1910c-7350-4688-a368-37e005f89e35,9news.com.au,2020-08-16 07:05:00,SPORTS
Solent search after water scooter found adrift,https://www.bbc.com/news/uk-england-hampshire-53666926,bbc.com,2020-08-05 15:59:30,NATION
182 nabbed yesterday for various violations under RMCO,https://www.nst.com.my/news/crime-courts/2020/08/616040/182-nabbed-yesterday-various-violations-under-rmco,nst.com.my,2020-08-12 07:57:59,WORLD
World watches and waits for Covid-19 vaccine to save day,https://www.theaustralian.com.au/subscribe/news/1/?sourceCode=TAWEB_WRE170_a&dest=https%3A%2F%2Fwww.theaustralian.com.au%2Fbusiness%2Feconomics%2Fworld-watches-and-waits-for-covid19-vaccine-to-save-day%2Fnews-story%2F71359321f7edfe34b3f87100659a4f58&memtype=anonymous&mode=premium&nk=5603b202cc355475864d68136b917079-1596831208,theaustralian.com.au,2020-08-07 09:16:00,HEALTH
Hundreds of Trump supporters flood N.J. lake for huge boat parade (PHOTOS),https://www.nj.com/politics/2020/08/hundreds-of-trump-supporters-flood-nj-lake-for-huge-boat-parade-photos.html,nj.com,2020-08-15 23:23:00,NATION
"The Global Automotive Intelligent Door System Market is expected to grow by 1,869.20 th units during 2020-2024 progressing at a CAGR of 12% during the forecast period",https://www.globenewswire.com/news-release/2020/08/04/2072941/0/en/The-Global-Automotive-Intelligent-Door-System-Market-is-expected-to-grow-by-1-869-20-th-units-during-2020-2024-progressing-at-a-CAGR-of-12-during-the-forecast-period.html,globenewswire.com,2020-08-04 23:53:00,BUSINESS
Super Rugby Aotearoa: Why Warren Gatland and the Chiefs shouldn't get a free pass for their form,https://www.nzherald.co.nz/sport/news/article.cfm?c_id=4&objectid=12353559,nzherald.co.nz,2020-08-04 06:14:06,SPORTS
Call of Duty 2020 teaser site updated with new message ahead of tomorrow's next reveal,https://www.gamesradar.com/call-of-duty-black-ops-cold-war-teaser/,gamesradar.com,2020-08-13 09:27:00,TECHNOLOGY
Everton morning headlines as plans for Jonjoe Kenny revealed,https://www.liverpoolecho.co.uk/sport/football/football-news/everton-transfer-news-jonjoe-kenny-18754748,liverpoolecho.co.uk,2020-08-12 09:52:00,SPORTS
NASA to stop using racist nicknames for cosmic objects,https://www.space.com/nasa-stops-racist-nicknames-cosmic-objects.html,space.com,2020-08-12 19:35:00,SCIENCE
Glass Animals: Dreamland | Review,https://pitchfork.com/reviews/albums/glass-animals-dreamland/,pitchfork.com,2020-08-10 05:00:00,ENTERTAINMENT
U.S. formalizes F-16 jet sale to Taiwan with China tensions high,https://economictimes.indiatimes.com/news/defence/u-s-formalizes-f-16-jet-sale-to-taiwan-with-china-tensions-high/articleshow/77563811.cms,economictimes.indiatimes.com,2020-08-15 12:45:00,WORLD
Person under 40 dies from Coronavirus in Northern Ireland,https://www.belfastlive.co.uk/news/health/person-under-40-dies-coronavirus-18770914,belfastlive.co.uk,2020-08-14 16:40:00,HEALTH
EA secures the licensing rights to AC Milan and Inter Milan for its FIFA series,https://www.pocketgamer.biz/news/74092/ea-secures-licensing-rights-ac-milan-inter-milan/,pocketgamer.biz,2020-08-04 11:20:00,SPORTS
Ilhan Omar faces toughest Squad primary test,https://www.politico.com/news/2020/08/11/primary-day-omar-minnesota-georgia-wisconsin-vermont-393389,politico.com,2020-08-11 08:30:00,NATION
What to do when your Windows 10 is “nearing end of service”,https://www.onmsft.com/how-to/what-to-do-when-your-windows-10-is-nearing-end-of-service,onmsft.com,2020-08-14 15:42:19,TECHNOLOGY
Samantha Akkineni shares a beautiful picture as she spends time in her organic garden; Take a look,https://www.pinkvilla.com/entertainment/south/samantha-akkineni-shares-beautiful-picture-she-spends-time-her-organic-garden-take-look-556203,pinkvilla.com,2020-08-13 05:47:00,ENTERTAINMENT
"Former United States Ambassador To Nigeria, Walter Carrington, Is Dead",http://saharareporters.com/2020/08/12/former-united-states-ambassador-nigeria-walter-carrington-dead,saharareporters.com,2020-08-12 20:39:40,WORLD
